SuiRate,Unemp,Vet,Arrest,Mental,Disable,uxa,uxm,uxd,uxv,vxa,vxm,vxd,axm,axd,mxd,UnempOG,Unemp2,Unemp3,Unemp4,Unemp5,Unemp6,Unemp7,Unemp8,Unemp9,Unemp10,Unemp11,Unemp12,Unemp13,Unemp15
13.1,0.487950036,9.3,3574,4.59,11.5,1743.93343,2.239690667,5.611425419,4.537935339,33238.2,42.687,106.95,16404.66,41101,52.785,4.2,0.62324929,17.64,2.049390153,0.238095238,1.435084525,74.088,1.613428646,0.056689342,-2.070389328,0.483000944,0.233289912,0.694982693,-0.311624645
13.8,0.512989176,8.9,3592,4.15,11.9,1842.65712,2.128905081,6.104571195,4.565603667,31968.8,36.935,105.91,14906.8,42744.8,49.385,3.8,0.579783597,14.44,1.949358869,0.263157895,1.335001067,54.872,1.560490751,0.069252078,-1.925999419,0.519210956,0.269580017,0.720562944,-0.289891798
14.4,0.527046277,8.6,3414.02,3.93,11.8,1799.34653,2.071291867,6.219146065,4.53259798,29360.572,33.798,101.48,13417.0986,40285.436,46.374,3.6,0.556302501,12.96,1.897366596,0.277777778,1.280933845,46.656,1.532618865,0.077160494,-1.847996907,0.541126447,0.292817832,0.735612974,-0.27815125
15.2,0.567961834,8.1,3517,5.38,11.3,1997.521771,3.055634668,6.417968727,4.600490857,28487.7,43.578,91.53,18921.46,39742.1,60.794,3.1,0.491361694,9.61,1.760681686,0.322580645,1.131402111,29.791,1.458099736,0.104058273,-1.632268215,0.612644411,0.375333175,0.782716048,-0.245680847
17.4,0.418853908,10.3,3782.57,4.79,12,1584.344228,2.006310221,5.0262469,4.314195255,38960.471,49.337,123.6,18118.5103,45390.84,57.48,5.7,0.755874856,32.49,2.387467277,0.175438596,1.740466175,185.193,1.786315988,0.030778701,-2.510961919,0.39825375,0.158606049,0.63107349,-0.377937428
14.7,0.434372243,9.9,3779,4.34,12.4,1641.492705,1.885175534,5.38621581,4.300285203,37412.1,42.966,122.76,16400.86,46859.6,53.816,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
15.7,0.471404521,9.6,3482,4.1,12.9,1641.430541,1.932758535,6.081118318,4.5254834,33427.2,39.36,123.84,14276.2,44917.8,52.89,4.5,0.653212514,20.25,2.121320344,0.222222222,1.504077397,91.125,1.650963624,0.049382716,-2.169925001,0.460845421,0.212378502,0.678855965,-0.326606257
19,0.519875245,8.6,3217,5.18,13.1,1672.438663,2.692953769,6.810365708,4.470927106,27666.2,44.548,112.66,16664.06,42142.7,67.858,3.7,0.568201724,13.69,1.923538406,0.27027027,1.30833282,50.653,1.546680374,0.073046019,-1.887525271,0.529794231,0.280681928,0.727869653,-0.284100862
15.4,0.324442842,9.9,4291,4.74,16.8,1392.184236,1.537859072,5.45063975,3.211984138,42480.9,46.926,166.32,20339.34,72088.8,79.632,9.5,0.977723605,90.25,3.082207001,0.105263158,2.251291799,857.375,2.117911792,0.011080332,-3.247927513,0.307888645,0.094795417,0.554877144,-0.488861803
16.5,0.349215148,9.7,4279.87,5.58,17,1494.595435,1.948620525,5.936657514,3.387386934,41514.739,54.126,164.9,23881.6746,72757.79,94.86,8.2,0.913813852,67.24,2.863564213,0.12195122,2.104134154,551.368,2.016529675,0.0148721,-3.03562391,0.329421572,0.108518572,0.573952587,-0.456906926
15.9,0.353553391,9.4,4129,4.97,17,1459.82195,1.757160351,6.01040764,3.323401872,38812.6,46.718,159.8,20521.13,70193,84.49,8,0.903089987,64,2.828427125,0.125,2.079441542,512,2,0.015625,-3,0.333333333,0.111111111,0.577350269,-0.451544993
17.5,0.434372243,8.8,4460,5.08,17,1937.300203,2.206610993,7.384328127,3.822475736,39248,44.704,149.6,22656.8,75820,86.36,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
17,0.442807443,8.6,4759.7,5.25,17.9,2107.630585,2.324739075,7.926253226,3.808144008,40933.42,45.15,153.94,24988.425,85198.63,93.975,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
12.5,0.370116605,9.4,4894,3.56,15.2,1811.350665,1.317615114,5.625772398,3.479096088,46003.6,33.464,142.88,17422.64,74388.8,54.112,7.3,0.86332286,53.29,2.701851217,0.136986301,1.987874348,389.017,1.939877415,0.018765247,-2.867896464,0.348687623,0.121583058,0.590497775,-0.43166143
12.3,0.375293313,9.2,5335.44,4.72,15.3,2002.354951,1.771384435,5.741987682,3.452698475,49086.048,43.424,140.76,25183.2768,81632.232,72.216,7.1,0.851258349,50.41,2.664582519,0.14084507,1.960094784,357.911,1.921997343,0.019837334,-2.827819025,0.353629419,0.125053766,0.594667486,-0.425629174
12.6,0.386333705,8.9,4810,4.24,15,1858.265119,1.638054908,5.79500557,3.438369971,42809,37.736,133.5,20394.4,72150,63.6,6.7,0.826074803,44.89,2.588435821,0.149253731,1.902107526,300.763,1.885203631,0.022276676,-2.744161096,0.364410093,0.132794716,0.603663891,-0.413037401
14.6,0.395284708,8.5,4269,4.51,14.8,1687.470416,1.782734031,5.850213671,3.359920014,36286.5,38.335,125.8,19253.19,63181.2,66.748,6.4,0.806179974,40.96,2.529822128,0.15625,1.85629799,262.144,1.856635533,0.024414063,-2.678071905,0.373402969,0.139429777,0.611067074,-0.403089987
15.4,0.398409536,8.1,4516,4.53,14.9,1799.217467,1.8047952,5.936302093,3.227117245,36579.6,36.693,120.69,20457.48,67288.4,67.497,6.3,0.799340549,39.69,2.50998008,0.158730159,1.840549633,250.047,1.84691475,0.025195263,-2.655351829,0.376597929,0.141826,0.613675753,-0.399670275
14.4,0.40824829,7.6,4587.37,4.53,15.5,1872.78596,1.849364756,6.327848502,3.102687008,34864.012,34.428,117.8,20780.7861,71104.235,70.215,6,0.77815125,36,2.449489743,0.166666667,1.791759469,216,1.817120593,0.027777778,-2.584962501,0.386852807,0.149655094,0.621974925,-0.389075625
15.4,0.442807443,7.2,4453,5.17,14.8,1971.821543,2.289314479,6.553550153,3.188213588,32061.6,37.224,106.56,23022.01,65904.4,76.516,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
17.5,0.365148372,12.8,3896,4.38,15.5,1422.618056,1.599349868,5.659799761,4.673899157,49868.8,56.064,198.4,17064.48,60388,67.89,7.5,0.875061263,56.25,2.738612788,0.133333333,2.014903021,421.875,1.957433821,0.017777778,-2.906890596,0.344010195,0.118343014,0.586523823,-0.437530632
18.4,0.389249472,12,3737,4.94,16.3,1454.625277,1.922892392,6.344766395,4.670993665,44844,59.28,195.6,18460.78,60913.1,80.522,6.6,0.819543936,43.56,2.569046516,0.151515152,1.887069649,287.496,1.875777455,0.022956841,-2.722466024,0.367314042,0.134919606,0.606064388,-0.409771968
17.7,0.476731295,11.2,3408,5.06,16.3,1624.700252,2.412260351,7.770720102,5.3393905,38169.6,56.672,182.56,17244.48,55550.4,82.478,4.4,0.643452676,19.36,2.097617696,0.227272727,1.481604541,85.184,1.638642541,0.051652893,-2.137503524,0.467835486,0.218870042,0.683985004,-0.321726338
16.9,0.512989176,10.7,3271.69,4.35,15.8,1678.341557,2.231502916,8.105228981,5.488984184,35007.083,46.545,169.06,14231.8515,51692.702,68.73,3.8,0.579783597,14.44,1.949358869,0.263157895,1.335001067,54.872,1.560490751,0.069252078,-1.925999419,0.519210956,0.269580017,0.720562944,-0.289891798
9.5,0.377964473,10.2,4761,3.27,10.2,1799.488856,1.235943827,3.855237625,3.855237625,48562.2,33.354,104.04,15568.47,48562.2,33.354,7,0.84509804,49,2.645751311,0.142857143,1.945910149,343,1.912931183,0.020408163,-2.807354922,0.356207187,0.12688356,0.596830954,-0.42254902
9.9,0.377964473,9.9,4014.43,3.9,10.3,1517.311919,1.474061445,3.893034072,3.741848283,39742.857,38.61,101.97,15656.277,41348.629,40.17,7,0.84509804,49,2.645751311,0.142857143,1.945910149,343,1.912931183,0.020408163,-2.807354922,0.356207187,0.12688356,0.596830954,-0.42254902
9.6,0.389249472,9.6,4326,3.26,10.7,1683.893216,1.268953279,4.164969351,3.736794932,41529.6,31.296,102.72,14102.76,46288.2,34.882,6.6,0.819543936,43.56,2.569046516,0.151515152,1.887069649,287.496,1.875777455,0.022956841,-2.722466024,0.367314042,0.134919606,0.606064388,-0.409771968
10.1,0.415227399,9.2,4219,3.25,10.6,1751.844398,1.349489048,4.401410432,3.820092073,38814.8,29.9,97.52,13711.75,44721.4,34.45,5.8,0.763427994,33.64,2.408318916,0.172413793,1.757857918,195.112,1.796701779,0.029726516,-2.5360529,0.394313541,0.155483169,0.6279439,-0.381713997
9.2,0.442807443,8.9,3502,3.05,10.9,1550.711665,1.3505627,4.826601126,3.940986241,31167.8,27.145,97.01,10681.1,38171.8,33.245,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
10.4,0.482242822,8.2,3022,3.94,11.1,1457.337809,1.900036719,5.352895326,3.954391142,24780.4,32.308,91.02,11906.68,33544.2,43.734,4.3,0.633468456,18.49,2.073644135,0.23255814,1.458615023,79.507,1.626133332,0.054083288,-2.10433666,0.475209133,0.22582372,0.689354142,-0.316734228
9.1,0.386333705,7.8,2245.85,4.76,11.5,867.6475506,1.838948434,4.442837603,3.013402896,17517.63,37.128,89.7,10690.246,25827.275,54.74,6.7,0.826074803,44.89,2.588435821,0.149253731,1.902107526,300.763,1.885203631,0.022276676,-2.744161096,0.364410093,0.132794716,0.603663891,-0.413037401
8.8,0.418853908,7,2076,4.23,11.6,869.5407136,1.771752032,4.858705336,2.931977358,14532,29.61,81.2,8781.48,24081.6,49.068,5.7,0.755874856,32.49,2.387467277,0.175438596,1.740466175,185.193,1.786315988,0.030778701,-2.510961919,0.39825375,0.158606049,0.63107349,-0.377937428
9.2,0.506369684,6.4,1851.7,4.32,11.7,937.644743,2.187517033,5.924525297,3.240765975,11850.88,27.648,74.88,7999.344,21664.89,50.544,3.9,0.591064607,15.21,1.974841766,0.256410256,1.360976553,59.319,1.574060917,0.06574622,-1.963474124,0.509301339,0.259387854,0.713653515,-0.295532304
12.4,0.311588476,9.4,2865,4.53,13.9,892.700985,1.411495798,4.331079822,2.928931678,26931,42.582,130.66,12978.45,39823.5,62.967,10.3,1.012837225,106.09,3.209361307,0.097087379,2.332143895,1092.727,2.175767114,0.009425959,-3.364572432,0.297214585,0.08833651,0.545173904,-0.506418612
13.6,0.372677996,8.5,2615,4.45,14.4,974.5529602,1.658417083,5.366563146,3.167762968,22227.5,37.825,122.4,11636.75,37656,64.08,7.2,0.857332496,51.84,2.683281573,0.138888889,1.974081026,373.248,1.930978769,0.019290123,-2.847996907,0.351123977,0.123288047,0.592557151,-0.428666248
14.2,0.430331483,8.2,2598,4.33,14.4,1118.001193,1.863335321,6.196773354,3.52871816,21303.6,35.506,118.08,11249.34,37411.2,62.352,5.4,0.73239376,29.16,2.323790008,0.185185185,1.686398954,157.464,1.754410643,0.034293553,-2.432959407,0.411022065,0.168939138,0.641110026,-0.36619688
13.7,0.447213595,7.8,2639.09,4.44,14.5,1180.236928,1.985628364,6.484597135,3.488266045,20584.902,34.632,113.1,11717.5596,38266.805,64.38,5,0.698970004,25,2.236067977,0.2,1.609437912,125,1.709975947,0.04,-2.321928095,0.430676558,0.185482298,0.65625952,-0.349485002
12.7,0.395284708,9.7,3294,3.86,10.1,1302.067827,1.525798971,3.992375546,3.834261663,31951.8,37.442,97.97,12714.84,33269.4,38.986,6.4,0.806179974,40.96,2.529822128,0.15625,1.85629799,262.144,1.856635533,0.024414063,-2.678071905,0.373402969,0.139429777,0.611067074,-0.403089987
12.2,0.422577127,9.4,3112,4.24,10.2,1315.06002,1.79172702,4.310286699,3.972224997,29252.8,39.856,95.88,13194.88,31742.4,43.248,5.6,0.748188027,31.36,2.366431913,0.178571429,1.722766598,175.616,1.775808003,0.031887755,-2.485426827,0.40234538,0.161881804,0.634307007,-0.374094014
12.5,0.447213595,9,2930,4.18,10.5,1310.335835,1.869352829,4.695742753,4.024922359,26370,37.62,94.5,12247.4,30765,43.89,5,0.698970004,25,2.236067977,0.2,1.609437912,125,1.709975947,0.04,-2.321928095,0.430676558,0.185482298,0.65625952,-0.349485002
12.6,0.487950036,8.7,2770,4.5,10.8,1351.621601,2.195775164,5.269860394,4.245165317,24099,39.15,93.96,12465,29916,48.6,4.2,0.62324929,17.64,2.049390153,0.238095238,1.435084525,74.088,1.613428646,0.056689342,-2.070389328,0.483000944,0.233289912,0.694982693,-0.311624645
13.5,0.506369684,8,2586.15,4.25,11,1309.547957,2.152071155,5.570066519,4.050957468,20689.2,34,88,10991.1375,28447.65,46.75,3.9,0.591064607,15.21,1.974841766,0.256410256,1.360976553,59.319,1.574060917,0.06574622,-1.963474124,0.509301339,0.259387854,0.713653515,-0.295532304
14,0.542326145,7.6,2671,4.35,11.2,1448.553132,2.359118729,6.074052819,4.121678699,20299.6,33.06,85.12,11618.85,29915.2,48.72,3.4,0.531478917,11.56,1.843908891,0.294117647,1.223775432,39.304,1.503694596,0.08650519,-1.765534746,0.566400634,0.320809678,0.75259593,-0.265739459
13.7,0.333333333,9.4,6147.54,4.64,16.5,2049.18,1.546666667,5.5,3.133333333,57786.876,43.616,155.1,28524.5856,101434.41,76.56,9,0.954242509,81,3,0.111111111,2.197224577,729,2.080083823,0.012345679,-3.169925001,0.315464877,0.099518088,0.5616626,-0.477121255
12.7,0.365148372,8.7,5845,4.97,16.5,2134.292232,1.814787407,6.024948133,3.176790834,50851.5,43.239,143.55,29049.65,96442.5,82.005,7.5,0.875061263,56.25,2.738612788,0.133333333,2.014903021,421.875,1.957433821,0.017777778,-2.906890596,0.344010195,0.118343014,0.586523823,-0.437530632
14.3,0.395284708,8.2,5988,4.14,16.2,2366.964829,1.636478689,6.403612262,3.241334602,49101.6,33.948,132.84,24790.32,97005.6,67.068,6.4,0.806179974,40.96,2.529822128,0.15625,1.85629799,262.144,1.856635533,0.024414063,-2.678071905,0.373402969,0.139429777,0.611067074,-0.403089987
12.8,0.415227399,8,5528.54,3.92,16.3,2295.601286,1.627691405,6.768206608,3.321819194,44228.32,31.36,130.4,21671.8768,90115.202,63.896,5.8,0.763427994,33.64,2.408318916,0.172413793,1.757857918,195.112,1.796701779,0.029726516,-2.5360529,0.394313541,0.155483169,0.6279439,-0.381713997
14.9,0.442807443,7.7,5645,5.41,16.8,2499.648014,2.395588265,7.439165039,3.409617309,43466.5,41.657,129.36,30539.45,94836,90.888,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
15.2,0.380693494,10.9,5164.72,4.91,14.3,1966.175301,1.869205055,5.443916962,4.149559083,56295.448,53.519,155.87,25358.7752,73855.496,70.213,6.9,0.838849091,47.61,2.626785107,0.144927536,1.931521412,328.509,1.903778262,0.021003991,-2.786596362,0.358860728,0.128781022,0.599049855,-0.419424545
16.8,0.404888165,10.1,4513,5.05,14.7,1827.260289,2.044685234,5.951856027,4.089370467,45581.3,51.005,148.47,22790.65,66341.1,74.235,6.1,0.785329835,37.21,2.469817807,0.163934426,1.808288771,226.981,1.827160137,0.026874496,-2.608809243,0.383316643,0.146931648,0.619125708,-0.392664918
17.3,0.447213595,9.8,4149,4.68,14.5,1855.489208,2.092959627,6.484597135,4.382693236,40660.2,45.864,142.1,19417.32,60160.5,67.86,5,0.698970004,25,2.236067977,0.2,1.609437912,125,1.709975947,0.04,-2.321928095,0.430676558,0.185482298,0.65625952,-0.349485002
18.8,0.512989176,9.1,4053,5.51,14.9,2079.145131,2.82657036,7.643538723,4.668201502,36882.3,50.141,135.59,22332.03,60389.7,82.099,3.8,0.579783597,14.44,1.949358869,0.263157895,1.335001067,54.872,1.560490751,0.069252078,-1.925999419,0.519210956,0.269580017,0.720562944,-0.289891798
23.2,0.383482494,13.1,3304,4.43,13.3,1267.026162,1.69882745,5.100317176,5.023620677,43282.4,58.033,174.23,14636.72,43943.2,58.919,6.8,0.832508913,46.24,2.607680962,0.147058824,1.916922612,314.432,1.894536474,0.021626298,-2.765534746,0.361593721,0.130750019,0.601326634,-0.416254456
23.2,0.40824829,12.8,3409.81,5.18,12.9,1392.049103,2.114726145,5.266402947,5.225578118,43645.568,66.304,165.12,17662.8158,43986.549,66.822,6,0.77815125,36,2.449489743,0.166666667,1.791759469,216,1.817120593,0.027777778,-2.584962501,0.386852807,0.149655094,0.621974925,-0.389075625
23.9,0.430331483,12.2,3101,4.65,14,1334.457929,2.001041396,6.024640761,5.250044092,37832.2,56.73,170.8,14419.65,43414,65.1,5.4,0.73239376,29.16,2.323790008,0.185185185,1.686398954,157.464,1.754410643,0.034293553,-2.432959407,0.411022065,0.168939138,0.641110026,-0.36619688
24.4,0.461265604,11.8,3014,4.65,13.2,1390.25453,2.144885059,6.088705973,5.442934127,35565.2,54.87,155.76,14015.1,39784.8,61.38,4.7,0.672097858,22.09,2.167948339,0.212765957,1.547562509,103.823,1.675068684,0.045269353,-2.232660757,0.44789608,0.200610898,0.669250386,-0.336048929
26.2,0.487950036,11.4,2878,5.19,13.7,1404.320205,2.532460689,6.6849155,5.562630416,32809.2,59.166,156.18,14936.82,39428.6,71.103,4.2,0.62324929,17.64,2.049390153,0.238095238,1.435084525,74.088,1.613428646,0.056689342,-2.070389328,0.483000944,0.233289912,0.694982693,-0.311624645
25.6,0.493864798,11.1,2947.69,5.34,14.4,1455.760327,2.637238023,7.111653096,5.481899261,32719.359,59.274,159.84,15740.6646,42446.736,76.896,4.1,0.612783857,16.81,2.024845673,0.243902439,1.410986974,68.921,1.600520664,0.0594884,-2.03562391,0.491249879,0.241326444,0.700892202,-0.306391928
29.6,0.506369684,10.6,2971,5.36,13.7,1504.42433,2.714141504,6.937264665,5.367518646,31492.6,56.816,145.22,15924.56,40702.7,73.432,3.9,0.591064607,15.21,1.974841766,0.256410256,1.360976553,59.319,1.574060917,0.06574622,-1.963474124,0.509301339,0.259387854,0.713653515,-0.295532304
10.4,0.476731295,11,4939,4.4,10.5,2354.575864,2.097617696,5.005678594,5.244044241,54329,48.4,115.5,21731.6,51859.5,46.2,4.4,0.643452676,19.36,2.097617696,0.227272727,1.481604541,85.184,1.638642541,0.051652893,-2.137503524,0.467835486,0.218870042,0.683985004,-0.321726338
12.4,0.5,10.8,4592.43,4.3,10.6,2296.215,2.15,5.3,5.4,49598.244,46.44,114.48,19747.449,48679.758,45.58,4,0.602059991,16,2,0.25,1.386294361,64,1.587401052,0.0625,-2,0.5,0.25,0.707106781,-0.301029996
11.8,0.512989176,10.3,4215,4.24,11.2,2162.249377,2.175074106,5.745478772,5.283788513,43414.5,43.672,115.36,17871.6,47208,47.488,3.8,0.579783597,14.44,1.949358869,0.263157895,1.335001067,54.872,1.560490751,0.069252078,-1.925999419,0.519210956,0.269580017,0.720562944,-0.289891798
12.9,0.567961834,9,3967.24,4.17,11.9,2253.240907,2.368400849,6.758745828,5.111656508,35705.16,37.53,107.1,16543.3908,47210.156,49.623,3.1,0.491361694,9.61,1.760681686,0.322580645,1.131402111,29.791,1.458099736,0.104058273,-1.632268215,0.612644411,0.375333175,0.782716048,-0.245680847
14.3,0.58722022,8.6,2445,4.39,12,1435.753437,2.577896764,7.046642634,5.050093888,21027,37.754,103.2,10733.55,29340,52.68,2.9,0.462397998,8.41,1.702938637,0.344827586,1.064710737,24.389,1.426043147,0.118906064,-1.5360529,0.651019245,0.423826058,0.806857636,-0.231198999
18.9,0.272165527,11.5,5833,3.95,11.3,1587.541519,1.075053832,3.075470455,3.12990356,67079.5,45.425,129.95,23040.35,65912.9,44.635,13.5,1.130333768,182.25,3.674234614,0.074074074,2.602689685,2460.375,2.381101578,0.005486968,-3.754887502,0.266319563,0.07092611,0.516061589,-0.565166884
19,0.298807152,11.3,5182.02,4.28,12.2,1548.42464,1.278894612,3.645447258,3.376520821,58556.826,48.364,137.86,22179.0456,63220.644,52.216,11.2,1.049218023,125.44,3.346640106,0.089285714,2.415913778,1404.928,2.237377884,0.007971939,-3.485426827,0.286908907,0.082316721,0.535638784,-0.524609011
19.4,0.322748612,11,4816,4.1,12.9,1554.357316,1.32326931,4.163457097,3.550234734,52976,45.1,141.9,19745.6,62126.4,52.89,9.6,0.982271233,92.16,3.098386677,0.104166667,2.261763098,884.736,2.125317138,0.010850694,-3.263034406,0.306463211,0.093919699,0.553591194,-0.491135617
20.1,0.355784033,10.7,4328,4.3,13.4,1539.833297,1.529871344,4.767506049,3.806889158,46309.6,46.01,143.38,18610.4,57995.2,57.62,7.9,0.897627091,62.41,2.810693865,0.126582278,2.066862759,493.039,1.991631701,0.016023073,-2.981852653,0.335361977,0.112467655,0.579104461,-0.448813546
19.3,0.383482494,10.4,4001,4.41,13.4,1534.31346,1.6911578,5.138665425,3.988217942,41610.4,45.864,139.36,17644.41,53613.4,59.094,6.8,0.832508913,46.24,2.607680962,0.147058824,1.916922612,314.432,1.894536474,0.021626298,-2.765534746,0.361593721,0.130750019,0.601326634,-0.416254456
22.1,0.418853908,10,4283.32,4.21,13.2,1794.085322,1.763374954,5.528871589,4.188539083,42833.2,42.1,132,18032.7772,56539.824,55.572,5.7,0.755874856,32.49,2.387467277,0.175438596,1.740466175,185.193,1.786315988,0.030778701,-2.510961919,0.39825375,0.158606049,0.63107349,-0.377937428
20.9,0.442807443,9.5,4178,4.76,12.2,1850.049496,2.107763428,5.402250802,4.206670706,39691,45.22,115.9,19887.28,50971.6,58.072,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
15,0.430331483,11.6,3952,4.05,11.6,1700.67002,1.742842506,4.991845202,4.991845202,45843.2,46.98,134.56,16005.6,45843.2,46.98,5.4,0.73239376,29.16,2.323790008,0.185185185,1.686398954,157.464,1.754410643,0.034293553,-2.432959407,0.411022065,0.168939138,0.641110026,-0.36619688
15.2,0.426401433,11.2,3894.95,5.28,11.8,1660.81226,2.251399565,5.031536906,4.775696046,43623.44,59.136,132.16,20565.336,45960.41,62.304,5.5,0.740362689,30.25,2.34520788,0.181818182,1.704748092,166.375,1.765174168,0.033057851,-2.459431619,0.406598009,0.165321941,0.637650382,-0.370181345
14,0.442807443,10.9,3795,3.94,12.7,1680.454245,1.744661325,5.623654523,4.826601126,41365.5,42.946,138.43,14952.3,48196.5,50.038,5.1,0.707570176,26.01,2.258317958,0.196078431,1.62924054,132.651,1.721300621,0.038446751,-2.350497247,0.425441894,0.181000805,0.652259069,-0.353785088
18.6,0.482242822,10.5,3792,4.73,12.2,1828.664782,2.281008549,5.88336243,5.063549633,39816,49.665,128.1,17936.16,46262.4,57.706,4.3,0.633468456,18.49,2.073644135,0.23255814,1.458615023,79.507,1.626133332,0.054083288,-2.10433666,0.475209133,0.22582372,0.689354142,-0.316734228
17.1,0.542326145,10.2,3627,5.42,12.9,1967.016926,2.939407703,6.996007265,5.531726674,36995.4,55.284,131.58,19658.34,46788.3,69.918,3.4,0.531478917,11.56,1.843908891,0.294117647,1.223775432,39.304,1.503694596,0.08650519,-1.765534746,0.566400634,0.320809678,0.75259593,-0.265739459
18.3,0.58722022,9.8,3707.9,5.07,12.8,2177.353852,2.977206513,7.51641881,5.754758151,36337.42,49.686,125.44,18799.053,47461.12,64.896,2.9,0.462397998,8.41,1.702938637,0.344827586,1.064710737,24.389,1.426043147,0.118906064,-1.5360529,0.651019245,0.423826058,0.806857636,-0.231198999
7.8,0.327912918,7.1,3803,3.05,10,1247.052827,1.0001344,3.279129179,2.328181717,27001.3,21.655,71,11599.15,38030,30.5,9.3,0.968482949,86.49,3.049590136,0.107526882,2.2300144,804.357,2.102943717,0.01156203,-3.217230716,0.310826325,0.096613004,0.557518004,-0.484241474
7.6,0.327912918,6.8,3802.23,3.67,10.2,1246.800334,1.203440409,3.344711762,2.229807842,25855.164,24.956,69.36,13954.1841,38782.746,37.434,9.3,0.968482949,86.49,3.049590136,0.107526882,2.2300144,804.357,2.102943717,0.01156203,-3.217230716,0.310826325,0.096613004,0.557518004,-0.484241474
8.8,0.383482494,6.1,3561,3.56,10.5,1365.581163,1.36519768,4.026566191,2.339243216,21722.1,21.716,64.05,12677.16,37390.5,37.38,6.8,0.832508913,46.24,2.607680962,0.147058824,1.916922612,314.432,1.894536474,0.021626298,-2.765534746,0.361593721,0.130750019,0.601326634,-0.416254456
7.7,0.447213595,5.4,3371.92,3.57,10.5,1507.968467,1.596552536,4.695742753,2.414953416,18208.368,19.278,56.7,12037.7544,35405.16,37.485,5,0.698970004,25,2.236067977,0.2,1.609437912,125,1.709975947,0.04,-2.321928095,0.430676558,0.185482298,0.65625952,-0.349485002
8.8,0.466252404,5.1,3305,3.6,10.3,1540.964196,1.678508655,4.802399762,2.377887261,16855.5,18.36,52.53,11898,34041.5,37.08,4.6,0.662757832,21.16,2.144761059,0.217391304,1.526056303,97.336,1.663103499,0.047258979,-2.201633861,0.45420813,0.206305026,0.67394965,-0.331378916
20,0.367607311,11.7,5468,4.72,13.5,2010.076777,1.735106508,4.962698699,4.301005539,63975.6,55.224,157.95,25808.96,73818,63.72,7.4,0.86923172,54.76,2.720294102,0.135135135,2.00148,405.224,1.94869516,0.018261505,-2.887525271,0.346317315,0.119935683,0.588487311,-0.43461586
21.5,0.386333705,10.9,5019,4.34,14.7,1939.008864,1.676688278,5.679105458,4.211037381,54707.1,47.306,160.23,21782.46,73779.3,63.798,6.7,0.826074803,44.89,2.588435821,0.149253731,1.902107526,300.763,1.885203631,0.022276676,-2.744161096,0.364410093,0.132794716,0.603663891,-0.413037401
24,0.39223227,10.5,5534,4.47,15,2170.613384,1.753278248,5.883484054,4.118438838,58107,46.935,157.5,24736.98,83010,67.05,6.5,0.812913357,42.25,2.549509757,0.153846154,1.871802177,274.625,1.866255578,0.023668639,-2.700439718,0.370310062,0.137129542,0.608531069,-0.406456678
22.6,0.386333705,10,5172.27,4.43,15.1,1998.222231,1.711458312,5.83363894,3.863337046,51722.7,44.3,151,22913.1561,78101.277,66.893,6.7,0.826074803,44.89,2.588435821,0.149253731,1.902107526,300.763,1.885203631,0.022276676,-2.744161096,0.364410093,0.132794716,0.603663891,-0.413037401
23.5,0.411693485,9.5,4924,4.51,15.7,2027.178719,1.856737616,6.463587711,3.911088106,46778,42.845,149.15,22207.24,77306.8,70.807,5.9,0.770852012,34.81,2.42899156,0.169491525,1.774952351,205.379,1.806968869,0.028727377,-2.560714954,0.390515937,0.152502697,0.624912744,-0.385426006
8.7,0.34299717,6.4,3134.41,3.83,10.9,1075.093761,1.313679162,3.738669156,2.19518189,20060.224,24.512,69.76,12004.7903,34165.069,41.747,8.5,0.929418926,72.25,2.915475947,0.117647059,2.140066163,614.125,2.040827551,0.01384083,-3.087462841,0.323890538,0.10490508,0.569113818,-0.464709463
8.6,0.360374985,6,2862,3.75,11.2,1031.393207,1.351406194,4.036199833,2.16224991,17172,22.5,67.2,10732.5,32054.4,42,7.7,0.886490725,59.29,2.774887385,0.12987013,2.041220329,456.533,1.974680822,0.016866251,-2.944858446,0.339574896,0.11531111,0.582730552,-0.443245363
8.6,0.398409536,5.7,2618,3.76,11.5,1043.036166,1.498019857,4.581709669,2.270934358,14922.6,21.432,65.55,9843.68,30107,43.24,6.3,0.799340549,39.69,2.50998008,0.158730159,1.840549633,250.047,1.84691475,0.025195263,-2.655351829,0.376597929,0.141826,0.613675753,-0.399670275
