SuiRate,Unemp,Vet,Arrest,Mental,Disable,Uninsured,Poverty,uxa,uxm,uxd,uxv,uxu,vxa,vxm,vxd,vxu,axm,axd,axu,mxd,mxu,dxu,UnempOG,Unemp2,Unemp3,Unemp4,Unemp5,Unemp6,Unemp7,Unemp8,Unemp9,Unemp10,Unemp11,Unemp12,Unemp13,Unemp14
13.5,0.43852901,11.6,3651,3.84,11.5,10.9,11.7,1601.069414,1.683951397,5.043083611,5.086936512,4.779966205,42351.6,44.544,133.4,126.44,14019.84,41986.5,39795.9,44.16,41.856,125.35,5.2,0.716003344,27.04,2.28035085,0.192307692,1.648658626,140.608,1.732478211,0.036982249,-2.378511623,0.420430991,0.176762219,0.648406502,-0.358001672
13.3,0.471404521,11.2,3384,4.45,11.5,9.1,11.2,1595.232898,2.097750118,5.421151989,5.279730633,4.289781139,37900.8,49.84,128.8,101.92,15058.8,38916,30794.4,51.175,40.495,104.65,4.5,0.653212514,20.25,2.121320344,0.222222222,1.504077397,91.125,1.650963624,0.049382716,-2.169925001,0.460845421,0.212378502,0.678855965,-0.326606257
13.8,0.493864798,11,3289.38,4.6,11.8,8.7,11,1624.50899,2.271778072,5.82760462,5.432512782,4.296623745,36183.18,50.6,129.8,95.7,15131.148,38814.684,28617.606,54.28,40.02,102.66,4.1,0.612783857,16.81,2.024845673,0.243902439,1.410986974,68.921,1.600520664,0.0594884,-2.03562391,0.491249879,0.241326444,0.700892202,-0.306391928
13.9,0.519875245,10.8,3327,4.12,11.9,8.8,10.6,1729.62494,2.141886009,6.186515414,5.614652645,4.574902155,35931.6,44.496,128.52,95.04,13707.24,39591.3,29277.6,49.028,36.256,104.72,3.7,0.568201724,13.69,1.923538406,0.27027027,1.30833282,50.653,1.546680374,0.073046019,-1.887525271,0.529794231,0.280681928,0.727869653,-0.284100862
14.9,0.329690237,12,3325,5.14,12.5,14.2,13.4,1096.220037,1.694607817,4.121127959,3.95628284,4.681601361,39900,61.68,150,170.4,17090.5,41562.5,47215,64.25,72.988,177.5,9.2,0.963787827,84.64,3.033150178,0.108695652,2.219203484,778.688,2.095379106,0.011814745,-3.201633861,0.312340525,0.097556603,0.558874337,-0.481893914
15,0.351364184,11.6,3331.91,5.37,12,13.9,13.9,1170.71384,1.886825671,4.216370214,4.07582454,4.883962164,38650.156,62.292,139.2,161.24,17892.3567,39982.92,46313.549,64.44,74.643,166.8,8.1,0.908485019,65.61,2.846049894,0.12345679,2.091864062,531.441,2.00829885,0.015241579,-3.017921908,0.331353836,0.109795364,0.575633421,-0.454242509
14.7,0.377964473,11.2,3197,4.86,13,14,13.5,1208.35242,1.836907339,4.913538149,4.233202098,5.291502622,35806.4,54.432,145.6,156.8,15537.42,41561,44758,63.18,68.04,182,7,0.84509804,49,2.645751311,0.142857143,1.945910149,343,1.912931183,0.020408163,-2.807354922,0.356207187,0.12688356,0.596830954,-0.42254902
15.8,0.404888165,10.9,2830,4.37,13,9.2,14.1,1145.833507,1.769361281,5.263546146,4.413280999,3.724971119,30847,47.633,141.7,100.28,12367.1,36790,26036,56.81,40.204,119.6,6.1,0.785329835,37.21,2.469817807,0.163934426,1.808288771,226.981,1.827160137,0.026874496,-2.608809243,0.383316643,0.146931648,0.619125708,-0.392664918
15.8,0.418853908,10.6,2856,4.43,12.9,6.6,12.2,1196.246762,1.855522814,5.403215417,4.439851428,2.764435795,30273.6,46.958,136.74,69.96,12652.08,36842.4,18849.6,57.147,29.238,85.14,5.7,0.755874856,32.49,2.387467277,0.175438596,1.740466175,185.193,1.786315988,0.030778701,-2.510961919,0.39825375,0.158606049,0.63107349,-0.377937428
15.6,0.434372243,10.2,2640.72,4.8,13,6,11.3,1147.055469,2.084986765,5.646839156,4.430596876,2.606233457,26935.344,48.96,132.6,61.2,12675.456,34329.36,15844.32,62.4,28.8,78,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
17.5,0.461265604,9.8,2595,5.26,12.9,6.1,9.5,1196.984242,2.426257077,5.950326292,4.520402919,2.813720184,25431,51.548,126.42,59.78,13649.7,33475.5,15829.5,67.854,32.086,78.69,4.7,0.672097858,22.09,2.167948339,0.212765957,1.547562509,103.823,1.675068684,0.045269353,-2.232660757,0.44789608,0.200610898,0.669250386,-0.336048929
16.5,0.353553391,11.4,3350,5.48,18.9,14.9,18.1,1184.403858,1.93747258,6.682159082,4.030508653,5.26794552,38190,62.472,215.46,169.86,18358,63315,49915,103.572,81.652,281.61,8,0.903089987,64,2.828427125,0.125,2.079441542,512,2,0.015625,-3,0.333333333,0.111111111,0.577350269,-0.451544993
17.6,0.365148372,11.3,3415.14,5.69,19,14.4,18.6,1247.03281,2.077694235,6.937819062,4.1261766,5.258136552,38591.082,64.297,214.7,162.72,19432.1466,64887.66,49178.016,108.11,81.936,273.6,7.5,0.875061263,56.25,2.738612788,0.133333333,2.014903021,421.875,1.957433821,0.017777778,-2.906890596,0.344010195,0.118343014,0.586523823,-0.437530632
17.4,0.383482494,10.9,3100,5.21,20.2,14,17.8,1188.795733,1.997943796,7.746346387,4.179959189,5.368754922,33790,56.789,220.18,152.6,16151,62620,43400,105.242,72.94,282.8,6.8,0.832508913,46.24,2.607680962,0.147058824,1.916922612,314.432,1.894536474,0.021626298,-2.765534746,0.361593721,0.130750019,0.601326634,-0.416254456
19.4,0.389249472,10.6,3145,5.46,19.9,8.6,18.5,1224.18959,2.125302118,7.746064494,4.126044404,3.34754546,33337,57.876,210.94,91.16,17171.7,62585.5,27047,108.654,46.956,171.14,6.6,0.819543936,43.56,2.569046516,0.151515152,1.887069649,287.496,1.875777455,0.022956841,-2.722466024,0.367314042,0.134919606,0.606064388,-0.409771968
18.4,0.386333705,10.2,3784,5.41,19.4,6,17.9,1461.886738,2.090065342,7.49487387,3.940603787,2.318002228,38596.8,55.182,197.88,61.2,20471.44,73409.6,22704,104.954,32.46,116.4,6.7,0.826074803,44.89,2.588435821,0.149253731,1.902107526,300.763,1.885203631,0.022276676,-2.744161096,0.364410093,0.132794716,0.603663891,-0.413037401
19.7,0.404888165,9.9,3176.1,5.18,20.1,5.3,17.9,1285.965301,2.097320695,8.138252118,4.008392834,2.145907275,31443.39,51.282,198.99,52.47,16452.198,63839.61,16833.33,104.118,27.454,106.53,6.1,0.785329835,37.21,2.469817807,0.163934426,1.808288771,226.981,1.827160137,0.026874496,-2.608809243,0.383316643,0.146931648,0.619125708,-0.392664918
21.6,0.43852901,9.5,3416,5.78,20.2,6.1,17.5,1498.015097,2.534697676,8.858285995,4.166025592,2.675026959,32452,54.91,191.9,57.95,19744.48,69003.2,20837.6,116.756,35.258,123.22,5.2,0.716003344,27.04,2.28035085,0.192307692,1.648658626,140.608,1.732478211,0.036982249,-2.378511623,0.420430991,0.176762219,0.648406502,-0.358001672
13,0.365148372,10,6013,3.99,11.3,9,13.2,2195.637159,1.456942003,4.1261766,3.651483717,3.286335345,60130,39.9,113,90,23991.87,67946.9,54117,45.087,35.91,101.7,7.5,0.875061263,56.25,2.738612788,0.133333333,2.014903021,421.875,1.957433821,0.017777778,-2.906890596,0.344010195,0.118343014,0.586523823,-0.437530632
12.6,0.377964473,9.7,6033.14,4.88,11.3,9,13.1,2280.312581,1.844466628,4.270998545,3.666255388,3.401680257,58521.458,47.336,109.61,87.3,29441.7232,68174.482,54298.26,55.144,43.92,101.7,7,0.84509804,49,2.645751311,0.142857143,1.945910149,343,1.912931183,0.020408163,-2.807354922,0.356207187,0.12688356,0.596830954,-0.42254902
14.8,0.386333705,9.3,5433,4.23,12.1,9.1,13.2,2098.951017,1.634191571,4.674637826,3.592903453,3.515636712,50526.9,39.339,112.53,84.63,22981.59,65739.3,49440.3,51.183,38.493,110.11,6.7,0.826074803,44.89,2.588435821,0.149253731,1.902107526,300.763,1.885203631,0.022276676,-2.744161096,0.364410093,0.132794716,0.603663891,-0.413037401
13.3,0.430331483,9,5063,4.18,11.9,7.3,13.5,2178.768298,1.798785599,5.120944647,3.872983346,3.141419825,45567,37.62,107.1,65.7,21163.34,60249.7,36959.9,49.742,30.514,86.87,5.4,0.73239376,29.16,2.323790008,0.185185185,1.686398954,157.464,1.754410643,0.034293553,-2.432959407,0.411022065,0.168939138,0.641110026,-0.36619688
15.1,0.471404521,8.6,4827,3.99,12,5.7,12.1,2275.469622,1.880904038,5.656854249,4.054078879,2.687005769,41512.2,34.314,103.2,49.02,19259.73,57924,27513.9,47.88,22.743,68.4,4.5,0.653212514,20.25,2.121320344,0.222222222,1.504077397,91.125,1.650963624,0.049382716,-2.169925001,0.460845421,0.212378502,0.678855965,-0.326606257
15,0.5,8.3,4631.73,4.24,12,5.3,11.8,2315.865,2.12,6,4.15,2.65,38443.359,35.192,99.6,43.99,19638.5352,55580.76,24548.169,50.88,22.472,63.6,4,0.602059991,16,2,0.25,1.386294361,64,1.587401052,0.0625,-2,0.5,0.25,0.707106781,-0.301029996
16,0.550481883,7.8,4423,5.48,11.8,5.4,8.4,2434.781367,3.016640716,6.495686214,4.293758684,2.972602166,34499.4,42.744,92.04,42.12,24238.04,52191.4,23884.2,64.664,29.592,63.72,3.3,0.51851394,10.89,1.816590212,0.303030303,1.193922468,35.937,1.488805553,0.091827365,-1.722466024,0.580562975,0.337053368,0.761946832,-0.25925697
23.1,0.40824829,12.6,6211,4.23,11.4,15.4,11.2,2535.630132,1.726890269,4.654030511,5.14392846,6.287023673,78258.6,53.298,143.64,194.04,26272.53,70805.4,95649.4,48.222,65.142,175.56,6,0.77815125,36,2.449489743,0.166666667,1.791759469,216,1.817120593,0.027777778,-2.584962501,0.386852807,0.149655094,0.621974925,-0.389075625
29.7,0.434372243,12,5842.96,4.84,11.7,15.4,11.3,2538.01964,2.102361655,5.08215524,5.212466913,6.689332539,70115.52,58.08,140.4,184.8,28279.9264,68362.632,89981.584,56.628,74.536,180.18,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
22.1,0.461265604,11.8,5732,4.29,11.9,13.4,12.6,2643.974442,1.978829441,5.489060688,5.442934127,6.180959094,67637.6,50.622,140.42,158.12,24590.28,68210.8,76808.8,51.051,57.486,159.46,4.7,0.672097858,22.09,2.167948339,0.212765957,1.547562509,103.823,1.675068684,0.045269353,-2.232660757,0.44789608,0.200610898,0.669250386,-0.336048929
20.5,0.493864798,11.3,5512,4.35,12.4,12,10.9,2722.182768,2.148311873,6.123923499,5.580672221,5.92637758,62285.6,49.155,140.12,135.6,23977.2,68348.8,66144,53.94,52.2,148.8,4.1,0.612783857,16.81,2.024845673,0.243902439,1.410986974,68.921,1.600520664,0.0594884,-2.03562391,0.491249879,0.241326444,0.700892202,-0.306391928
26.8,0.482242822,11,5164,4.41,12.4,11.5,11.1,2490.301934,2.126690846,5.979810995,5.304671044,5.545792455,56804,48.51,136.4,126.5,22773.24,64033.6,59386,54.684,50.715,142.6,4.3,0.633468456,18.49,2.073644135,0.23255814,1.458615023,79.507,1.626133332,0.054083288,-2.10433666,0.475209133,0.22582372,0.689354142,-0.316734228
24.6,0.434372243,10.7,5131.78,4.62,13.6,11.5,11.3,2229.102788,2.006799762,5.907462502,4.647782998,4.995280792,54910.046,49.434,145.52,123.05,23708.8236,69792.208,59015.47,62.832,53.13,156.4,5.3,0.72427587,28.09,2.302172887,0.188679245,1.667706821,148.877,1.743513401,0.035599858,-2.40599236,0.415628918,0.172747397,0.644692886,-0.362137935
27,0.487950036,10.5,5131,4.84,14.4,12.3,11.9,2503.671637,2.361678177,7.026480525,5.123475383,6.001785449,53875.5,50.82,151.2,129.15,24834.04,73886.4,63111.3,69.696,59.532,177.12,4.2,0.62324929,17.64,2.049390153,0.238095238,1.435084525,74.088,1.613428646,0.056689342,-2.070389328,0.483000944,0.233289912,0.694982693,-0.311624645
